ICAO	Latitude	Longitude
MHUT	0.000	0.000
MKBS	18.404	-76.969
MKJK	0.000	0.000
MKJP	17.936	-76.787
MKJS	18.504	-77.913
MKKJ	18.199	-76.534
MKNG	0.000	0.000
MKTP	17.988	-76.824
MMAA	16.757	-99.753
MMAN	25.866	-100.237
MMAS	21.705	-102.318
MMBT	15.775	-96.261
MMCA	0.000	0.000
MMCB	18.835	-99.262
MMCC	29.332	-100.981
MMCE	18.654	-91.799
MMCG	30.397	-107.875
MMCH	17.574	-99.514
MMCL	24.764	-107.474
MMCM	18.504	-88.327
MMCN	27.392	-109.833
MMCP	19.817	-90.500
MMCS	31.636	-106.429
MMCU	28.703	-105.964
MMCV	23.704	-98.956
MMCY	20.546	-100.886
MMCZ	20.522	-86.926
MMDM	22.740	-99.018
MMDO	24.124	-104.528
MMEP	21.419	-104.843
MMES	31.795	-116.602
MMGL	20.522	-103.311
MMGM	27.969	-110.925
MMHC	18.497	-97.420
MMHO	29.096	-111.048
MMIA	19.277	-103.577
MMIM	21.245	-86.740
MMIO	25.549	-100.929
MMIT	16.449	-95.094
MMJA	19.475	-96.797
MMLC	18.002	-102.220
MMLM	25.685	-109.081
MMLO	20.993	-101.481
MMLP	24.072	-110.362
MMLT	25.989	-111.348
MMMA	25.770	-97.525
MMMD	20.937	-89.657
MMML	32.631	-115.241
MMMM	19.850	-101.025
MMMT	18.103	-94.581
MMMV	26.956	-101.470
MMMX	19.436	-99.072
MMMY	25.778	-100.107
MMMZ	23.161	-106.266
MMNG	31.226	-110.976
MMNL	27.444	-99.570
MMNU	0.000	0.000
MMOX	17.000	-96.726
MMPA	20.603	-97.461
MMPB	19.158	-98.371
MMPC	20.077	-98.782
MMPE	31.352	-113.526
MMPG	28.627	-100.535
MMPN	19.397	-102.039
MMPR	20.680	-105.254
MMPS	15.877	-97.089
MMQT	20.624	-100.369
MMRX	26.009	-98.228
MMSD	23.152	-109.721
MMSF	30.930	-114.809
MMSM	0.000	0.000
MMSP	22.254	-100.931
MMTA	19.536	-98.173
MMTB	0.000	0.000
MMTC	25.568	-103.411
MMTG	16.769	-93.341
MMTJ	32.541	-116.970
MMTM	22.296	-97.866
MMTN	22.038	-98.806
MMTO	19.337	-99.566
MMTP	14.794	-92.370
MMTQ	0.000	0.000
MMTX	19.598	-103.372
MMUN	21.036	-86.877
MMVA	17.997	-92.817
MMVR	19.145	-96.187
MMZC	22.897	-102.687
MMZH	17.601	-101.460
MMZM	20.045	-102.276
MMZO	19.145	-104.559
MMZP	20.756	-103.465
MNBL	11.989	-83.774
MNBR	12.189	-86.354
MNBZ	0.000	0.000
MNCH	0.000	0.000
MNCI	0.000	0.000
MNLN	12.428	-86.902
MNMG	12.141	-86.168
MNPC	14.047	-83.387
MNSC	0.000	0.000
MNSI	0.000	0.000
MPBO	9.341	-82.251
MPCF	0.000	0.000
MPCH	9.459	-82.517
MPDA	8.391	-82.435
MPHO	8.914	-79.599
MPJE	7.517	-78.157
MPLP	8.407	-78.142
MPMG	8.973	-79.556
MPNU	0.000	0.000
MPOA	0.000	0.000
MPSA	8.086	-80.945
MPTO	9.071	-79.383
MPVR	0.000	0.000
MPWN	0.000	0.000
MRAD	0.000	0.000
MRAJ	0.000	0.000
MRAM	0.000	0.000
MRAR	0.000	0.000
MRAT	0.000	0.000
MRBA	9.167	-83.332
MRBB	0.000	0.000
MRBC	10.769	-83.586
MRBM	0.000	0.000
MRBN	0.000	0.000
MRBO	0.000	0.000
MRBP	0.000	0.000
MRBT	0.000	0.000
MRCA	0.000	0.000
MRCC	8.601	-82.970
MRCD	0.000	0.000
MRCE	0.000	0.000
MRCH	0.000	0.000
MRCI	0.000	0.000
MRCR	0.000	0.000
MRCV	10.356	-85.853
MRCZ	0.000	0.000
MRDD	0.000	0.000
MRDK	0.000	0.000
MRDO	0.000	0.000
MREA	0.000	0.000
MREC	10.202	-83.472
MRER	0.000	0.000
MRET	0.000	0.000
MRFD	0.000	0.000
MRFI	8.916	-83.507
MRFL	0.000	0.000
MRFP	0.000	0.000
MRFS	8.652	-83.065
MRGA	0.000	0.000
MRGF	8.654	-83.182
MRGP	10.217	-83.795
MRGT	0.000	0.000
MRGU	0.000	0.000
MRHG	0.000	0.000
MRHJ	0.000	0.000
MRHO	0.000	0.000
MRHP	0.000	0.000
MRHS	0.000	0.000
MRIP	0.000	0.000
MRLA	0.000	0.000
MRLB	10.593	-85.544
MRLC	11.035	-84.706
MRLE	0.000	0.000
MRLF	0.000	0.000
MRLG	0.000	0.000
MRLI	0.000	0.000
MRLL	0.000	0.000
MRLM	9.958	-83.022
MRLP	0.000	0.000
MRLR	0.000	0.000
MRLT	0.000	0.000
MRLU	0.000	0.000
MRLV	0.000	0.000
MRLY	0.000	0.000
MRLZ	0.000	0.000
MRMA	0.000	0.000
MRMC	0.000	0.000
MRMJ	0.000	0.000
MRML	0.000	0.000
MRMR	0.000	0.000
MRNC	0.000	0.000
MRNJ	0.000	0.000
MRNS	9.976	-85.653
MROC	9.994	-84.209
MRPA	0.000	0.000
MRPB	0.000	0.000
MRPC	0.000	0.000
MRPD	9.732	-82.983
MRPE	0.000	0.000
MRPI	0.000	0.000
MRPJ	0.000	0.000
MRPL	0.000	0.000
MRPM	8.951	-83.468
MRPN	0.000	0.000
MRPP	0.000	0.000
MRPR	0.000	0.000
MRPS	0.000	0.000
MRPV	9.957	-84.142
MRQP	9.443	-84.130
MRRF	0.000	0.000
MRRM	0.000	0.000
MRRN	0.000	0.000
MRRX	0.000	0.000
MRSA	0.000	0.000
MRSB	0.000	0.000
MRSC	0.000	0.000
MRSG	10.288	-83.714
MRSH	0.000	0.000
MRSI	0.000	0.000
MRSL	0.000	0.000
MRSN	0.000	0.000
MRSO	0.000	0.000
MRSP	0.000	0.000
MRSR	0.000	0.000
MRSS	0.000	0.000
MRST	0.000	0.000
MRSV	8.826	-82.959
MRSX	0.000	0.000
MRTA	0.000	0.000
MRTB	0.000	0.000
MRTG	0.000	0.000
MRTM	0.000	0.000
MRTR	0.000	0.000
MRZP	0.000	0.000
MSAC	0.000	0.000
MSLP	13.441	-89.056
MSSS	13.700	-89.120
MTCA	0.000	0.000
MTCH	19.732	-72.195
MTJA	0.000	0.000
MTJE	0.000	0.000
MTPP	18.580	-72.293
MTPX	0.000	0.000
MUAG	0.000	0.000
MUAT	0.000	0.000
MUBA	20.366	-74.506
MUBE	0.000	0.000
MUBI	0.000	0.000
MUBO	0.000	0.000
MUBY	20.396	-76.621
MUCA	22.027	-78.789
MUCB	22.506	-79.470
MUCC	22.461	-78.329
MUCD	0.000	0.000
MUCF	22.150	-80.414
MUCL	21.616	-81.546
MUCM	21.420	-77.847
MUCO	0.000	0.000
MUCS	0.000	0.000
MUCU	19.970	-75.836
MUCV	0.000	0.000
MUCY	0.000	0.000
MUFC	0.000	0.000
MUFL	21.500	-78.203
MUGM	19.906	-75.207
MUGN	0.000	0.000
MUGT	20.085	-75.158
MUHA	22.989	-82.409
MUHG	20.786	-76.315
MUIS	0.000	0.000
MUIV	0.000	0.000
MUJA	0.000	0.000
MULM	22.336	-83.642
MUMA	0.000	0.000
MUMG	22.970	-82.275
MUMH	0.000	0.000
MUMJ	0.000	0.000
MUML	23.007	-82.767
MUMO	20.654	-74.922
MUMT	0.000	0.000
MUMZ	20.288	-77.089
MUNA	0.000	0.000
MUNC	20.689	-75.531
MUNG	21.835	-82.784
MUNU	0.000	0.000
MUPA	0.000	0.000
MUPB	23.033	-82.579
MUPL	0.000	0.000
MUPM	0.000	0.000
MUPR	22.421	-83.678
MUPS	0.000	0.000
MUPT	0.000	0.000
MUSA	22.871	-82.509
MUSC	22.492	-79.944
MUSF	0.000	0.000
MUSG	0.000	0.000
MUSJ	22.095	-84.152
MUSL	21.509	-77.017
MUSN	21.642	-82.955
MUSR	0.000	0.000
MUSS	21.971	-79.442
MUTD	21.788	-79.997
MUTI	0.000	0.000
MUVA	0.000	0.000
MUVR	23.034	-81.435
MUVT	20.988	-76.936
MWCB	19.687	-79.883
MWCG	0.000	0.000
MWCL	0.000	0.000
MWCR	19.293	-81.357
MYAB	24.288	-77.684
MYAF	24.698	-77.796
MYAG	0.000	0.000
MYAK	24.159	-77.590
MYAM	26.511	-77.083
MYAN	25.054	-78.049
MYAO	0.000	0.000
MYAP	22.442	-73.971
MYAS	26.004	-77.395
MYAT	26.745	-77.391
MYAW	0.000	0.000
MYBC	25.417	-77.881
MYBG	25.738	-77.840
MYBO	0.000	0.000
MYBS	25.700	-79.264
MYBT	0.000	0.000
MYBW	0.000	0.000
MYBX	0.000	0.000
MYCA	24.629	-75.674
MYCB	24.315	-75.454
MYCH	0.000	0.000
MYCI	22.746	-74.182
MYCP	0.000	0.000
MYCS	0.000	0.000
MYCX	0.000	0.000
MYEC	0.000	0.000
MYEF	23.563	-75.878
MYEG	0.000	0.000
MYEH	25.476	-76.681
MYEL	0.000	0.000
MYEM	25.284	-76.331
MYEN	24.594	-76.832
MYER	24.892	-76.178
MYES	24.169	-76.439
MYEY	0.000	0.000
MYGD	0.000	0.000
MYGF	26.559	-78.695
MYGM	0.000	0.000
MYGW	26.686	-78.978
MYIG	20.975	-73.667
MYLD	23.179	-75.093
MYLR	0.000	0.000
MYLS	23.583	-75.269
MYMM	22.379	-73.013
MYNN	25.039	-77.466
MYRD	22.182	-75.729
MYRP	0.000	0.000
MYSM	24.063	-74.524
MZBZ	17.539	-88.308
MZSO	0.000	0.000
NCAI	-18.825	-159.774
NCAT	0.000	0.000
NCGO	0.000	0.000
NCMN	0.000	0.000
NCMR	0.000	0.000
NCMX	0.000	0.000
NCPY	0.000	0.000
NCRG	-21.203	-159.806
NCRK	0.000	0.000
NCS	0.000	0.000
NFBC	0.000	0.000
NFBG	0.000	0.000
NFCI	0.000	0.000
NFCN	0.000	0.000
NFCS	0.000	0.000
NFFA	0.000	0.000
NFFN	-17.754	177.443
NFFO	0.000	0.000
NFFR	0.000	0.000
NFHO	0.000	0.000
NFKD	0.000	0.000
NFMA	0.000	0.000
NFMO	0.000	0.000
NFNA	-18.043	178.559
NFNB	0.000	0.000
NFND	0.000	0.000
NFNG	0.000	0.000
NFNH	0.000	0.000
NFNK	0.000	0.000
NFNL	-16.467	179.340
NFNM	0.000	0.000
NFNO	0.000	0.000
NFNR	0.000	0.000
NFNS	0.000	0.000
NFNU	0.000	0.000
NFNV	0.000	0.000
NFNW	0.000	0.000
NFOF	0.000	0.000
NFOL	0.000	0.000
NFSU	0.000	0.000
NFTE	0.000	0.000
NFTF	-21.241	-175.150
NFTL	-19.777	-174.341
NFTN	0.000	0.000
NFTO	0.000	0.000
NFTP	0.000	0.000
NFTR	0.000	0.000
NFTV	-18.585	-173.963
NFUL	0.000	0.000
NFVB	0.000	0.000
NFVL	0.000	0.000
NGAB	0.000	0.000
NGBR	0.000	0.000
NGFO	0.000	0.000
NGFU	-8.517	179.217
NGMA	0.000	0.000
NGMK	0.000	0.000
NGMN	0.000	0.000
NGNU	0.000	0.000
NGON	0.000	0.000
NGTA	1.381	173.147
NGTB	0.000	0.000
NGTE	-1.224	174.776
NGTM	0.000	0.000
NGTO	0.000	0.000
NGTR	0.000	0.000
NGTS	0.000	0.000
NGTU	0.000	0.000
NGUK	0.000	0.000
NIUE	-19.080	-169.926
NLWF	0.000	0.000
NLWW	-13.238	-176.199
NSAP	0.000	0.000
NSAU	0.000	0.000
NSFA	-13.830	-172.008
NSFI	0.000	0.000
NSMA	0.000	0.000
NSTU	-14.331	-170.710
NTAR	-22.434	-151.361
NTAT	-23.365	-149.524
NTGA	-17.353	-145.510
NTGB	-15.820	-140.887
NTGC	-15.119	-148.231
NTGD	0.000	0.000
NTGE	-18.466	-136.439
NTGF	-16.054	-145.657
NTGH	0.000	0.000
NTGI	-14.437	-146.070
NTGJ	-23.080	-134.890
NTGK	-15.663	-146.885
NTGM	-16.585	-143.657
NTGN	-14.177	-141.267
NTGO	0.000	0.000
NTGP	-14.809	-138.813
NTGQ	0.000	0.000
NTGR	0.000	0.000
NTGT	-14.712	-145.253
NTGU	-15.248	-146.616
NTGV	-14.868	-148.717
NTGW	0.000	0.000
NTGY	-20.783	-138.568
NTKH	0.000	0.000
NTKR	-14.456	-145.024
NTMD	-8.796	-140.229
NTMN	-9.769	-139.011
NTMP	0.000	0.000
NTMU	0.000	0.000
NTTB	-16.444	-151.751
NTTE	0.000	0.000
NTTG	-14.954	-147.661
NTTH	-16.687	-151.022
NTTM	-17.490	-149.762
NTTO	-18.075	-140.946
NTTP	-16.426	-152.244
NTTR	-16.723	-151.466
NTTX	-21.808	-138.794
NTUV	0.000	0.000
NVSA	0.000	0.000
NVSC	0.000	0.000
NVSD	0.000	0.000
NVSE	0.000	0.000
NVSF	0.000	0.000
NVSG	0.000	0.000
NVSH	0.000	0.000
NVSL	0.000	0.000
NVSM	0.000	0.000
NVSN	0.000	0.000
NVSO	0.000	0.000
NVSP	0.000	0.000
NVSR	0.000	0.000
NVSS	-15.501	167.222
NVST	0.000	0.000
NVSU	0.000	0.000
NVSV	0.000	0.000
NVSW	0.000	0.000
NVSX	0.000	0.000
NVSZ	0.000	0.000
NVVA	0.000	0.000
NVVB	0.000	0.000
NVVD	0.000	0.000
NVVF	0.000	0.000
NVVI	0.000	0.000
NVVJ	0.000	0.000
NVVK	0.000	0.000
NVVQ	0.000	0.000
NVVV	-17.699	168.320
NWEE	0.000	0.000
NWWA	0.000	0.000
NWWC	0.000	0.000
NWWD	-21.053	164.838
NWWF	0.000	0.000
NWWI	0.000	0.000
NWWJ	0.000	0.000
NWWK	-20.546	164.256
NWWL	-20.775	167.240
NWWM	-22.258	166.473
NWWO	0.000	0.000
NWWQ	0.000	0.000
NWWR	-21.482	168.037
NWWS	0.000	0.000
NWWU	-20.791	165.259
NWWV	-20.641	166.573
NWWW	-22.014	166.213
NWWY	0.000	0.000
NZAA	-37.008	174.792
NZAE	0.000	0.000
NZAG	0.000	0.000
NZAH	0.000	0.000
NZAL	0.000	0.000
NZAN	0.000	0.000
NZAP	-38.740	176.084
NZAR	-37.030	174.973
NZAS	0.000	0.000
NZBA	0.000	0.000
NZBB	0.000	0.000
NZBE	0.000	0.000
NZBH	0.000	0.000
NZBL	0.000	0.000
NZBM	0.000	0.000
NZBO	0.000	0.000
NZBR	0.000	0.000
NZBU	0.000	0.000
NZBY	0.000	0.000
NZCA	0.000	0.000
NZCB	0.000	0.000
NZCC	0.000	0.000
NZCH	-43.489	172.532
NZCI	-43.810	-176.457
NZCM	0.000	0.000
NZCP	0.000	0.000
NZCR	0.000	0.000
NZCS	0.000	0.000
NZCU	0.000	0.000
NZCV	0.000	0.000
NZCX	0.000	0.000
NZDA	0.000	0.000
NZDD	0.000	0.000
NZDI	0.000	0.000
NZDN	-45.928	170.198
NZDV	0.000	0.000
NZEB	0.000	0.000
NZEC	0.000	0.000
NZES	0.000	0.000
NZFH	0.000	0.000
NZFI	0.000	0.000
NZFR	0.000	0.000
NZFY	0.000	0.000
NZGA	0.000	0.000
NZGB	0.000	0.000
NZGC	0.000	0.000
NZGF	0.000	0.000
NZGG	0.000	0.000
NZGH	0.000	0.000
NZGI	0.000	0.000
NZGM	0.000	0.000
NZGO	0.000	0.000
NZGR	0.000	0.000
NZGS	-38.663	177.978
NZGT	-43.907	170.128
NZGY	0.000	0.000
NZHA	0.000	0.000
NZHB	0.000	0.000
NZHD	0.000	0.000
NZHK	-42.714	170.985
NZHL	0.000	0.000
NZHN	-37.866	175.332
NZHS	-39.647	176.767
NZJA	0.000	0.000
NZJD	0.000	0.000
NZJG	0.000	0.000
NZJM	0.000	0.000
NZJN	0.000	0.000
NZJO	0.000	0.000
NZJP	0.000	0.000
NZJQ	0.000	0.000
NZJR	0.000	0.000
NZJT	0.000	0.000
NZJU	0.000	0.000
NZJW	0.000	0.000
NZJX	0.000	0.000
NZJY	0.000	0.000
NZKE	0.000	0.000
NZKF	0.000	0.000
NZKI	0.000	0.000
NZKK	-35.263	173.912
NZKM	0.000	0.000
NZKN	0.000	0.000
NZKO	0.000	0.000
NZKR	0.000	0.000
NZKS	0.000	0.000
NZKT	-35.070	173.285
NZKY	0.000	0.000
NZLB	0.000	0.000
NZLD	0.000	0.000
NZLE	0.000	0.000
NZLR	0.000	0.000
NZLT	0.000	0.000
NZLU	0.000	0.000
NZLV	0.000	0.000
NZLX	-45.212	169.373
NZMA	0.000	0.000
NZMB	0.000	0.000
NZMC	-43.765	170.133
NZMD	0.000	0.000
NZMF	0.000	0.000
NZMG	0.000	0.000
NZMH	0.000	0.000
NZMI	0.000	0.000
NZMJ	0.000	0.000
NZMK	0.000	0.000
NZML	0.000	0.000
NZMM	0.000	0.000
NZMN	0.000	0.000
NZMO	-45.533	167.650
NZMP	0.000	0.000
NZMQ	0.000	0.000
NZMR	0.000	0.000
NZMS	-40.973	175.634
NZMT	0.000	0.000
NZMU	0.000	0.000
NZMW	0.000	0.000
NZMY	0.000	0.000
NZMZ	0.000	0.000
NZND	0.000	0.000
NZNE	0.000	0.000
NZNH	0.000	0.000
NZNL	0.000	0.000
NZNP	-39.009	174.179
NZNS	-41.298	173.221
NZNV	-46.412	168.313
NZNW	0.000	0.000
NZNY	0.000	0.000
NZOA	0.000	0.000
NZOD	0.000	0.000
NZOG	0.000	0.000
NZOH	-40.206	175.388
NZOI	0.000	0.000
NZOK	0.000	0.000
NZOM	0.000	0.000
NZOO	0.000	0.000
NZOP	0.000	0.000
NZOR	0.000	0.000
NZOT	0.000	0.000
NZOU	-44.970	171.082
NZOX	0.000	0.000
NZPA	0.000	0.000
NZPH	0.000	0.000
NZPM	-40.321	175.617
NZPP	-40.905	174.989
NZPT	0.000	0.000
NZPU	0.000	0.000
NZPW	0.000	0.000
NZPY	0.000	0.000
NZQN	-45.021	168.739
NZQT	0.000	0.000
NZRA	0.000	0.000
NZRC	0.000	0.000
NZRG	0.000	0.000
NZRH	0.000	0.000
NZRK	0.000	0.000
NZRN	0.000	0.000
NZRO	-38.109	176.317
NZRR	0.000	0.000
NZRT	0.000	0.000
NZRU	-39.446	175.658
NZRV	0.000	0.000
NZRW	0.000	0.000
NZRX	0.000	0.000
NZRY	0.000	0.000
NZSD	0.000	0.000
NZSG	0.000	0.000
NZSJ	0.000	0.000
NZSP	-90.000	0.000
NZSY	0.000	0.000
NZTA	0.000	0.000
NZTE	0.000	0.000
NZTG	-37.672	176.196
NZTH	0.000	0.000
NZTK	0.000	0.000
NZTL	0.000	0.000
NZTM	0.000	0.000
NZTN	0.000	0.000
NZTO	0.000	0.000
NZTS	0.000	0.000
NZTT	0.000	0.000
NZTU	-44.303	171.225
NZTW	0.000	0.000
NZTY	0.000	0.000
NZTZ	0.000	0.000
NZUK	-44.235	170.118
NZUN	0.000	0.000
NZVL	0.000	0.000
NZVR	0.000	0.000
NZWA	0.000	0.000
NZWB	-41.518	173.870
NZWC	0.000	0.000
NZWD	-77.883	166.650
NZWF	-44.725	169.243
NZWG	-43.551	172.553
NZWI	0.000	0.000
NZWK	-37.921	176.914
NZWL	0.000	0.000
NZWM	0.000	0.000
NZWN	-41.327	174.805
NZWO	-39.007	177.407
NZWP	-36.788	174.630
NZWR	-35.768	174.365
NZWS	-41.738	171.581
NZWT	0.000	0.000
NZWU	-39.962	175.025
NZWV	0.000	0.000
NZWY	0.000	0.000
NZX?	0.000	0.000
NZYH	0.000	0.000
NZYK	0.000	0.000
NZYP	0.000	0.000
OAAD	0.000	0.000
OAAK	0.000	0.000
OAAS	0.000	0.000
OABD	0.000	0.000
OABG	0.000	0.000
OABK	0.000	0.000
OABN	0.000	0.000
OABR	0.000	0.000
OABS	0.000	0.000
OABT	0.000	0.000
OACB	0.000	0.000
OACC	0.000	0.000
OADO	0.000	0.000
OADV	0.000	0.000
OADW	0.000	0.000
OADZ	0.000	0.000
OAEK	0.000	0.000
OAEM	0.000	0.000
OAEQ	0.000	0.000
OAFG	0.000	0.000
OAFR	0.000	0.000
OAFZ	0.000	0.000
OAGA	0.000	0.000
OAGD	0.000	0.000
OAGL	0.000	0.000
OAGM	0.000	0.000
OAGN	0.000	0.000
OAGS	0.000	0.000
OAGZ	0.000	0.000
OAHE	0.000	0.000
OAHJ	0.000	0.000
OAHN	0.000	0.000
OAHR	34.210	62.228
OAJL	34.399	70.499
OAJS	0.000	0.000
OAJW	0.000	0.000
OAKA	0.000	0.000
OAKB	34.566	69.212
OAKD	0.000	0.000
OAKG	0.000	0.000
OAKJ	0.000	0.000
OAKL	0.000	0.000
OAKN	31.506	65.848
OAKR	0.000	0.000
OAKS	0.000	0.000
OAKT	0.000	0.000
OAKZ	0.000	0.000
OALG	0.000	0.000
OALL	0.000	0.000
OALN	0.000	0.000
OAMK	0.000	0.000
OAMN	35.934	64.759
OAMS	36.707	67.209
OAMT	0.000	0.000
OANR	0.000	0.000
OANS	0.000	0.000
OAOB	0.000	0.000
OAOG	0.000	0.000
OAOO	0.000	0.000
OAPG	0.000	0.000
OAPJ	0.000	0.000
OAQD	0.000	0.000
OAQK	0.000	0.000
OAQM	0.000	0.000
OAQN	0.000	0.000
OAQQ	0.000	0.000
OAQR	0.000	0.000
OARG	0.000	0.000
OARM	0.000	0.000
OARP	0.000	0.000
OASB	0.000	0.000
OASD	33.391	62.261
OASG	36.750	65.912
OASK	0.000	0.000
OASL	0.000	0.000
OASN	0.000	0.000
OASP	0.000	0.000
OASR	0.000	0.000
OASS	0.000	0.000
OAST	0.000	0.000
OATD	0.000	0.000
OATG	0.000	0.000
OATK	0.000	0.000
OATN	0.000	0.000
OATQ	36.775	69.532
OATW	0.000	0.000
OATZ	0.000	0.000
OAUZ	36.665	68.911
OAWU	0.000	0.000
OAWZ	0.000	0.000
OAYQ	0.000	0.000
OAZB	0.000	0.000
OAZJ	0.000	0.000
OBBI	26.271	50.634
OBBS	25.918	50.591
ODAA	0.000	0.000
ODAB	0.000	0.000
ODAC	0.000	0.000
ODAG	0.000	0.000
ODAH	0.000	0.000
ODAK	0.000	0.000
ODAM	0.000	0.000
ODAP	0.000	0.000
ODAQ	0.000	0.000
ODAR	0.000	0.000
ODAS	0.000	0.000
ODAT	0.000	0.000
ODAW	0.000	0.000
ODBI	0.000	0.000
ODBQ	0.000	0.000
ODBR	0.000	0.000
ODBT	0.000	0.000
ODHD	0.000	0.000
ODHF	0.000	0.000
ODHT	0.000	0.000
ODKM	0.000	0.000
ODMB	0.000	0.000
ODMC	0.000	0.000
ODMF	0.000	0.000
ODMZ	0.000	0.000
ODOQ	0.000	0.000
ODRM	0.000	0.000
ODSH	0.000	0.000
ODSN	0.000	0.000
ODSQ	0.000	0.000
ODSU	0.000	0.000
ODSY	0.000	0.000
ODTH	0.000	0.000
ODTZ	0.000	0.000
ODZM	0.000	0.000
OEAB	18.240	42.656
OEAH	25.284	49.486
OEBA	20.296	41.634
OEBH	19.984	42.623
OEBQ	25.911	49.591
OEDF	26.471	49.798
OEDR	26.265	50.152
OEDW	0.000	0.000
OEGH	0.000	0.000
OEGN	16.901	42.586
OEGS	26.303	43.774
OEGT	31.411	37.279
OEHL	27.438	41.686
OEHR	0.000	0.000
OEJB	27.039	49.405
OEJF	21.348	39.173
OEJL	0.000	0.000
OEJN	21.679	39.156
OEKH	0.000	0.000
OEKJ	0.000	0.000
OEKK	27.901	45.528
OEMA	24.553	39.705
OENG	17.611	44.419
OENR	0.000	0.000
OEPA	28.335	46.125
OEPC	25.174	47.488
OEPF	24.710	44.964
OEPJ	24.107	41.036
OERB	22.703	39.070
OERF	29.626	43.491
OERK	24.957	46.699
OERM	28.079	48.611
OERR	30.907	41.138
OERT	26.723	50.031
OESH	17.467	47.121
OESK	29.785	40.100
OESL	20.465	45.619
OETB	28.365	36.619
OETF	21.483	40.544
OETH	25.214	46.641
OETN	27.869	48.768
OETR	31.692	38.731
OEUM	0.000	0.000
OEWD	20.504	45.199
OEWJ	26.198	36.476
OEYN	24.144	38.063
OEZL	0.000	0.000
OIAA	30.365	48.233
OIAB	0.000	0.000
OIAD	32.434	48.398
OIAG	30.745	49.676
OIAH	30.337	50.828
OIAI	32.002	49.271
OIAJ	30.835	49.535
OIAK	0.000	0.000
OIAL	0.000	0.000
OIAM	30.556	49.152
OIAN	0.000	0.000
OIAR	0.000	0.000
OIAW	31.337	48.762
OIBA	25.876	55.033
OIBB	28.945	50.834
OIBC	0.000	0.000
OIBD	0.000	0.000
OIBF	0.000	0.000
OIBG	0.000	0.000
OIBH	27.212	54.318
OIBI	27.484	52.618
OIBK	26.527	53.982
OIBL	26.532	54.822
OIBM	0.000	0.000
OIBN	0.000	0.000
OIBQ	29.259	50.324
OIBS	25.909	54.539
OIBV	26.810	53.356
OIBX	0.000	0.000
OICA	0.000	0.000
OICB	0.000	0.000
OICC	34.346	47.156
OICD	32.934	47.483
OICE	0.000	0.000
OICF	0.000	0.000
OICG	0.000	0.000
OICH	0.000	0.000
OICI	33.586	46.405
OICJ	0.000	0.000
OICK	33.436	48.286
OICL	0.000	0.000
OICM	0.000	0.000
OICN	0.000	0.000
OICO	0.000	0.000
OICP	0.000	0.000
OICQ	0.000	0.000
OICR	0.000	0.000
OICS	35.247	47.007
OICU	0.000	0.000
OICX	0.000	0.000
OICY	0.000	0.000
OICZ	0.000	0.000
OIFA	0.000	0.000
OIFB	0.000	0.000
OIFC	0.000	0.000
OIFD	0.000	0.000
OIFE	32.929	51.561
OIFG	0.000	0.000
OIFH	32.567	51.691
OIFI	0.000	0.000
OIFJ	0.000	0.000
OIFK	0.000	0.000
OIFL	0.000	0.000
OIFM	32.751	51.862
OIFN	0.000	0.000
OIFO	0.000	0.000
OIFP	32.621	51.697
OIFQ	0.000	0.000
OIFR	0.000	0.000
OIFU	0.000	0.000
OIFW	0.000	0.000
OIFY	0.000	0.000
OIGA	0.000	0.000
OIGF	0.000	0.000
OIGG	37.325	49.606
OIGH	0.000	0.000
OIGL	0.000	0.000
OIGM	0.000	0.000
OIGN	0.000	0.000
OIGP	0.000	0.000
OIGR	0.000	0.000
OIGU	0.000	0.000
OIGX	0.000	0.000
OIHA	0.000	0.000
OIHB	0.000	0.000
OIHD	0.000	0.000
OIHF	0.000	0.000
OIHG	0.000	0.000
OIHH	34.868	48.552
OIHJ	0.000	0.000
OIHM	0.000	0.000
OIHN	0.000	0.000
OIHQ	0.000	0.000
OIHR	34.140	49.848
OIIA	0.000	0.000
OIIC	0.000	0.000
OIID	35.703	51.475
OIIE	0.000	0.000
OIIF	0.000	0.000
OIIG	35.645	51.381
OIIH	0.000	0.000
OIII	35.689	51.313
OIIJ	0.000	0.000
OIIK	36.241	50.047
OIIM	0.000	0.000
OIIN	0.000	0.000
OIIQ	0.000	0.000
OIIR	0.000	0.000
OIIS	35.591	53.495
OIIU	0.000	0.000
OIIV	0.000	0.000
OIIW	0.000	0.000
OIKA	0.000	0.000
OIKB	27.218	56.378
OIKD	0.000	0.000
OIKE	0.000	0.000
OIKF	0.000	0.000
OIKI	0.000	0.000
OIKJ	28.727	57.670
OIKK	30.261	56.957
OIKM	29.084	58.450
OIKN	0.000	0.000
OIKO	0.000	0.000
OIKP	27.158	56.172
OIKQ	26.755	55.902
OIKR	30.298	56.052
OIKS	0.000	0.000
OIKU	0.000	0.000
OIKW	0.000	0.000
OIKX	0.000	0.000
OIKY	29.551	55.672
OIKZ	0.000	0.000
OIM	0.000	0.000
OIMA	0.000	0.000
OIMB	32.896	59.276
OIMC	36.501	61.065
OIMD	0.000	0.000
OIME	0.000	0.000
OIMF	0.000	0.000
OIMG	0.000	0.000
OIMH	0.000	0.000
OIMI	0.000	0.000
OIMJ	36.424	55.106
OIMK	0.000	0.000
OIML	0.000	0.000
OIMN	37.493	57.301
OIMO	0.000	0.000
OIMP	0.000	0.000
OIMQ	0.000	0.000
