ICAO	Latitude	Longitude
FAVB	-26.982	24.729
FAVD	0.000	0.000
FAVE	0.000	0.000
FAVF	0.000	0.000
FAVG	-29.771	31.058
FAVI	0.000	0.000
FAVP	-26.692	27.778
FAVR	-31.641	18.545
FAVU	0.000	0.000
FAVV	-26.566	27.961
FAVW	0.000	0.000
FAVY	-27.787	30.795
FAWA	0.000	0.000
FAWB	-25.654	28.224
FAWC	0.000	0.000
FAWD	0.000	0.000
FAWE	0.000	0.000
FAWH	0.000	0.000
FAWI	-25.832	29.192
FAWK	-25.830	28.222
FAWL	0.000	0.000
FAWM	-27.998	26.669
FAWN	0.000	0.000
FAWO	0.000	0.000
FAWP	0.000	0.000
FAWR	0.000	0.000
FAWS	-27.847	26.350
FAWT	0.000	0.000
FAWY	0.000	0.000
FAYP	-33.900	18.498
FAZA	0.000	0.000
FAZP	0.000	0.000
FAZR	-25.599	26.042
FBCO	0.000	0.000
FBFT	-21.159	27.474
FBGM	0.000	0.000
FBGZ	0.000	0.000
FBJW	-24.602	24.691
FBKE	-17.833	25.162
FBKG	0.000	0.000
FBKR	0.000	0.000
FBKY	0.000	0.000
FBLO	0.000	0.000
FBMG	0.000	0.000
FBML	0.000	0.000
FBMM	0.000	0.000
FBMN	-19.972	23.431
FBMS	0.000	0.000
FBNN	0.000	0.000
FBNT	0.000	0.000
FBNW	0.000	0.000
FBOK	0.000	0.000
FBOR	-21.266	25.320
FBPA	0.000	0.000
FBPY	0.000	0.000
FBRK	0.000	0.000
FBSD	0.000	0.000
FBSK	-24.555	25.918
FBSP	-22.058	27.829
FBSR	0.000	0.000
FBSV	0.000	0.000
FBSW	0.000	0.000
FBTE	0.000	0.000
FBTL	0.000	0.000
FBTS	0.000	0.000
FBXG	0.000	0.000
FBXX	0.000	0.000
FCBA	0.000	0.000
FCBB	-4.252	15.253
FCBD	0.000	0.000
FCBG	0.000	0.000
FCBK	0.000	0.000
FCBL	0.000	0.000
FCBM	0.000	0.000
FCBO	0.000	0.000
FCBP	0.000	0.000
FCBS	0.000	0.000
FCBT	0.000	0.000
FCBU	0.000	0.000
FCBY	0.000	0.000
FCBZ	0.000	0.000
FCMA	0.000	0.000
FCMB	0.000	0.000
FCMD	0.000	0.000
FCMF	0.000	0.000
FCMG	0.000	0.000
FCMI	0.000	0.000
FCMK	0.000	0.000
FCML	0.000	0.000
FCMM	0.000	0.000
FCMN	0.000	0.000
FCMO	0.000	0.000
FCMR	0.000	0.000
FCMS	0.000	0.000
FCMT	0.000	0.000
FCMY	0.000	0.000
FCMZ	0.000	0.000
FCOB	0.000	0.000
FCOE	0.000	0.000
FCOG	0.000	0.000
FCOI	1.589	18.047
FCOK	0.000	0.000
FCOL	0.000	0.000
FCOM	-0.021	15.575
FCOO	-0.531	15.950
FCOS	0.000	0.000
FCOT	0.000	0.000
FCOU	1.616	16.038
FCPA	-3.483	12.617
FCPB	0.000	0.000
FCPD	-4.208	12.661
FCPE	0.000	0.000
FCPG	0.000	0.000
FCPI	0.000	0.000
FCPK	0.000	0.000
FCPL	0.000	0.000
FCPM	0.000	0.000
FCPN	0.000	0.000
FCPO	0.000	0.000
FCPP	-4.813	11.886
FCPY	0.000	0.000
FDGD	0.000	0.000
FDGL	0.000	0.000
FDMB	0.000	0.000
FDMH	0.000	0.000
FDMS	-26.529	31.308
FDST	0.000	0.000
FDTM	0.000	0.000
FDTS	0.000	0.000
FDU	0.000	0.000
FDUB	0.000	0.000
FEFA	0.000	0.000
FEFB	0.000	0.000
FEFF	4.398	18.519
FEFG	4.784	22.781
FEFI	10.236	22.717
FEFL	0.000	0.000
FEFM	5.847	20.649
FEFN	8.427	20.635
FEFO	5.958	15.637
FEFR	6.528	21.989
FEFS	0.000	0.000
FEFT	4.221	15.786
FEFY	45.154	-89.111
FEFZ	0.000	0.000
FEGZ	0.000	0.000
FGBT	1.905	9.806
FGSL	3.755	8.709
FHAW	-7.969	-14.394
FIMP	-20.430	57.683
FIMR	-19.758	63.362
FJDG	-7.313	72.411
FKAB	0.000	0.000
FKAF	0.000	0.000
FKAG	0.000	0.000
FKAL	0.000	0.000
FKAN	0.000	0.000
FKAO	0.000	0.000
FKKB	0.000	0.000
FKKC	4.089	9.360
FKKD	4.006	9.719
FKKE	0.000	0.000
FKKF	0.000	0.000
FKKG	0.000	0.000
FKKH	0.000	0.000
FKKI	4.473	14.364
FKKJ	0.000	0.000
FKKL	10.451	14.257
FKKM	5.637	10.751
FKKN	7.357	13.559
FKKO	0.000	0.000
FKKR	9.336	13.370
FKKS	0.000	0.000
FKKT	0.000	0.000
FKKU	5.537	10.354
FKKV	6.039	10.123
FKKW	0.000	0.000
FKKY	3.835	11.524
FLAT	0.000	0.000
FLCH	0.000	0.000
FLCP	0.000	0.000
FLCS	0.000	0.000
FLDE	0.000	0.000
FLEA	0.000	0.000
FLEB	0.000	0.000
FLEC	0.000	0.000
FLED	0.000	0.000
FLEE	0.000	0.000
FLEF	0.000	0.000
FLEG	0.000	0.000
FLEH	0.000	0.000
FLFW	0.000	0.000
FLGE	0.000	0.000
FLGW	0.000	0.000
FLIK	0.000	0.000
FLIS	0.000	0.000
FLKB	0.000	0.000
FLKD	0.000	0.000
FLKE	-12.573	27.894
FLKG	0.000	0.000
FLKJ	0.000	0.000
FLKK	0.000	0.000
FLKL	-14.997	22.648
FLKO	0.000	0.000
FLKS	0.000	0.000
FLKU	0.000	0.000
FLKW	0.000	0.000
FLKY	0.000	0.000
FLKZ	0.000	0.000
FLLA	0.000	0.000
FLLD	0.000	0.000
FLLI	-17.822	25.822
FLLK	0.000	0.000
FLLO	0.000	0.000
FLLS	-15.331	28.453
FLLU	0.000	0.000
FLLY	0.000	0.000
FLMA	-11.138	28.875
FLMB	0.000	0.000
FLMD	0.000	0.000
FLMF	-13.259	31.936
FLMG	-15.254	23.162
FLMI	0.000	0.000
FLMK	0.000	0.000
FLML	-12.565	28.299
FLMM	0.000	0.000
FLMO	0.000	0.000
FLMP	0.000	0.000
FLMT	0.000	0.000
FLMU	0.000	0.000
FLMW	0.000	0.000
FLMZ	0.000	0.000
FLNA	0.000	0.000
FLND	-12.998	28.665
FLNL	0.000	0.000
FLNY	0.000	0.000
FLPA	0.000	0.000
FLPE	0.000	0.000
FLPK	0.000	0.000
FLPO	0.000	0.000
FLRG	0.000	0.000
FLRO	0.000	0.000
FLRU	0.000	0.000
FLSA	0.000	0.000
FLSE	0.000	0.000
FLSH	0.000	0.000
FLSJ	0.000	0.000
FLSM	0.000	0.000
FLSN	0.000	0.000
FLSO	-12.900	28.150
FLSS	0.000	0.000
FLSW	0.000	0.000
FLWA	0.000	0.000
FLWB	0.000	0.000
FLWC	0.000	0.000
FLWD	0.000	0.000
FLWE	0.000	0.000
FLWF	0.000	0.000
FLWG	0.000	0.000
FLWW	0.000	0.000
FLYA	0.000	0.000
FLZB	-13.539	23.110
FMCH	-11.534	43.272
FMCI	-12.298	43.766
FMCN	-11.711	43.244
FMCV	-12.132	44.430
FMCZ	-12.805	45.281
FMEE	-20.887	55.510
FMEP	-21.321	55.425
FMMC	0.000	0.000
FMME	0.000	0.000
FMMG	0.000	0.000
FMMH	0.000	0.000
FMMI	-18.797	47.479
FMMJ	0.000	0.000
FMMK	0.000	0.000
FMML	0.000	0.000
FMMN	-19.563	45.451
FMMO	0.000	0.000
FMMP	0.000	0.000
FMMQ	0.000	0.000
FMMR	0.000	0.000
FMMS	-17.094	49.816
FMMT	-18.109	49.392
FMMU	0.000	0.000
FMMV	-20.285	44.318
FMMX	0.000	0.000
FMMY	0.000	0.000
FMMZ	0.000	0.000
FMNA	-12.349	49.292
FMNC	-16.164	49.774
FMND	-14.652	49.621
FMNE	-13.188	48.988
FMNF	0.000	0.000
FMNG	0.000	0.000
FMNH	-14.999	50.320
FMNJ	0.000	0.000
FMNK	0.000	0.000
FMNL	-14.629	47.764
FMNM	-15.667	46.352
FMNN	-13.312	48.314
FMNO	0.000	0.000
FMNP	0.000	0.000
FMNQ	-16.742	44.481
FMNR	-15.437	49.688
FMNS	-14.279	50.175
FMNT	0.000	0.000
FMNV	-13.376	50.003
FMNW	-14.899	47.994
FMNX	0.000	0.000
FMNZ	-13.485	48.633
FMSA	0.000	0.000
FMSB	0.000	0.000
FMSC	0.000	0.000
FMSD	-25.038	46.956
FMSE	0.000	0.000
FMSF	-21.441	47.112
FMSG	-22.805	47.821
FMSI	0.000	0.000
FMSJ	0.000	0.000
FMSK	-22.120	48.022
FMSL	0.000	0.000
FMSM	-21.202	48.358
FMSN	0.000	0.000
FMSO	0.000	0.000
FMSR	-21.754	43.375
FMST	-23.383	43.728
FMSV	0.000	0.000
FMSY	0.000	0.000
FMSZ	0.000	0.000
FNAM	0.000	0.000
FNBC	-6.270	14.247
FNBG	-12.609	13.404
FNCA	-5.597	12.188
FNCB	0.000	0.000
FNCC	0.000	0.000
FNCH	-7.357	20.804
FNCM	0.000	0.000
FNCV	0.000	0.000
FNCX	-8.374	18.924
FNCZ	-11.894	22.916
FNDB	0.000	0.000
FNGI	-17.045	15.687
FNGU	0.000	0.000
FNHU	-12.809	15.760
FNKU	-12.404	16.947
FNLB	-12.371	13.536
FNLU	-8.858	13.231
FNMA	-9.525	16.312
FNME	-14.658	17.720
FNMO	-15.261	12.147
FNMQ	0.000	0.000
FNNG	-7.754	15.287
FNPA	-10.722	13.765
FNPB	0.000	0.000
FNSA	-9.689	20.432
FNSO	-6.141	12.372
FNTO	-7.147	14.248
FNUA	0.000	0.000
FNUB	0.000	0.000
FNUE	-11.768	19.898
FNUG	-7.603	15.028
FNWK	0.000	0.000
FNXA	-16.755	14.965
FNZE	0.000	0.000
FOBI	0.000	0.000
FOGB	0.000	0.000
FOGE	0.000	0.000
FOGF	0.000	0.000
FOGG	0.000	0.000
FOGI	0.000	0.000
FOGJ	0.000	0.000
FOGO	1.541	11.581
FOGQ	-0.665	13.673
FOGR	-0.704	10.246
FOGV	0.000	0.000
FOGW	0.000	0.000
FOOA	0.000	0.000
FOOB	2.076	11.493
FOOD	-1.537	13.269
FOOE	0.000	0.000
FOOG	-0.712	8.754
FOOH	-1.575	9.263
FOOI	0.000	0.000
FOOK	0.579	12.891
FOOL	0.458	9.412
FOOM	0.776	11.553
FOON	-1.656	13.438
FOOR	-0.826	12.747
FOOS	0.000	0.000
FOOT	-2.889	10.919
FOOY	0.000	0.000
FOP	0.000	0.000
FPPA	0.000	0.000
FPPR	1.663	7.412
FPST	0.378	6.712
FQAG	0.000	0.000
FQBR	-19.796	34.907
FQCB	-14.820	36.532
FQCH	-19.151	33.429
FQES	-15.734	32.757
FQFU	0.000	0.000
FQIA	0.000	0.000
FQIN	-23.876	35.408
FQLC	-13.274	35.266
FQLU	-15.033	40.672
FQMA	-25.921	32.573
FQMD	-11.673	39.563
FQMP	-11.362	40.355
FQMR	-13.225	37.552
FQMU	0.000	0.000
FQNC	-14.488	40.712
FQNP	-15.106	39.282
FQPB	-12.987	40.522
FQPO	0.000	0.000
FQQL	-17.856	36.869
FQSG	-15.602	32.773
FQTT	-16.105	33.640
FQUG	-14.704	34.352
FQVL	-22.018	35.313
FQXA	0.000	0.000
FSAL	-7.005	52.726
FSDA	0.000	0.000
FSDR	-5.696	53.654
FSFA	-10.109	51.176
FSIA	-4.674	55.522
FSMA	0.000	0.000
FSPL	0.000	0.000
FSPP	-4.319	55.691
FSSA	0.000	0.000
FSSB	0.000	0.000
FSSC	-7.164	56.264
FSSD	0.000	0.000
FSSF	0.000	0.000
FSSR	0.000	0.000
FTTA	9.151	18.379
FTTB	0.000	0.000
FTTC	13.847	20.844
FTTD	8.620	16.068
FTTE	0.000	0.000
FTTF	0.000	0.000
FTTG	0.000	0.000
FTTI	0.000	0.000
FTTJ	12.134	15.034
FTTK	0.000	0.000
FTTL	0.000	0.000
FTTM	0.000	0.000
FTTN	0.000	0.000
FTTP	9.379	14.926
FTTR	0.000	0.000
FTTS	0.000	0.000
FTTU	0.000	0.000
FTTY	17.917	19.111
FTTZ	0.000	0.000
FVBB	0.000	0.000
FVBD	0.000	0.000
FVBI	0.000	0.000
FVBU	-20.017	28.618
FVCH	0.000	0.000
FVCP	-17.751	30.924
FVCZ	-21.008	31.578
FVFA	-18.096	25.839
FVGO	0.000	0.000
FVGR	-18.977	32.451
FVGW	0.000	0.000
FVHA	-17.932	31.093
FVIN	0.000	0.000
FVKA	0.000	0.000
FVKB	-16.520	28.885
FVKK	0.000	0.000
FVMT	-17.432	32.184
FVMU	-18.998	32.627
FVMV	-20.055	30.859
FVRU	0.000	0.000
FVSH	-20.289	30.088
FVSV	0.000	0.000
FVTL	-19.437	29.862
FVWN	-18.630	27.021
FVZC	-19.029	29.722
FWBG	0.000	0.000
FWCB	0.000	0.000
FWCC	0.000	0.000
FWCD	0.000	0.000
FWCL	-15.679	34.974
FWCM	0.000	0.000
FWCS	0.000	0.000
FWCT	0.000	0.000
FWDW	0.000	0.000
FWDZ	0.000	0.000
FWKA	-9.953	33.893
FWKB	0.000	0.000
FWKG	-13.014	33.468
FWKI	0.000	0.000
FWKK	0.000	0.000
FWLK	0.000	0.000
FWLP	0.000	0.000
FWMC	0.000	0.000
FWMG	30.838	-85.182
FWMY	0.000	0.000
FWMZ	0.000	0.000
FWSJ	0.000	0.000
FWSM	0.000	0.000
FWSU	0.000	0.000
FWUU	-11.445	34.012
FXBB	0.000	0.000
FXKB	0.000	0.000
FXKY	0.000	0.000
FXLK	0.000	0.000
FXLR	0.000	0.000
FXLS	0.000	0.000
FXLT	0.000	0.000
FXMA	0.000	0.000
FXMF	0.000	0.000
FXMH	0.000	0.000
FXMK	0.000	0.000
FXML	0.000	0.000
FXMM	-29.462	27.553
FXMN	0.000	0.000
FXMP	0.000	0.000
FXMS	0.000	0.000
FXMT	0.000	0.000
FXMU	-29.304	27.503
FXMV	0.000	0.000
FXNH	0.000	0.000
FXNK	0.000	0.000
FXPG	0.000	0.000
FXQG	0.000	0.000
FXQN	0.000	0.000
FXSE	0.000	0.000
FXSH	0.000	0.000
FXSK	0.000	0.000
FXSM	0.000	0.000
FXSS	0.000	0.000
FXST	0.000	0.000
FXTA	0.000	0.000
FXTB	0.000	0.000
FXTK	0.000	0.000
FZAA	-4.386	15.444
FZAB	-4.325	15.328
FZAD	0.000	0.000
FZAE	0.000	0.000
FZAF	0.000	0.000
FZAG	-5.931	12.352
FZAH	0.000	0.000
FZAI	-5.918	12.447
FZAJ	0.000	0.000
FZAL	0.000	0.000
FZAM	-5.799	13.441
FZAN	0.000	0.000
FZAP	0.000	0.000
FZAR	0.000	0.000
FZAS	0.000	0.000
FZAU	0.000	0.000
FZAW	0.000	0.000
FZAX	0.000	0.000
FZAY	0.000	0.000
FZBA	0.000	0.000
FZBB	0.000	0.000
FZBC	0.000	0.000
FZBD	0.000	0.000
FZBE	0.000	0.000
FZBF	0.000	0.000
FZBG	0.000	0.000
FZBI	0.000	0.000
FZBJ	0.000	0.000
FZBK	0.000	0.000
FZBL	0.000	0.000
FZBM	0.000	0.000
FZBN	0.000	0.000
FZBO	-3.311	17.382
FZBP	0.000	0.000
FZBQ	0.000	0.000
FZBS	0.000	0.000
FZBT	0.000	0.000
FZBU	0.000	0.000
FZBV	0.000	0.000
FZBW	0.000	0.000
FZCA	-5.036	18.786
FZCB	0.000	0.000
FZCD	0.000	0.000
FZCE	0.000	0.000
FZCF	0.000	0.000
FZCI	0.000	0.000
FZCK	0.000	0.000
FZCL	0.000	0.000
FZCO	0.000	0.000
FZCP	0.000	0.000
FZCR	0.000	0.000
FZCS	0.000	0.000
FZCT	0.000	0.000
FZCU	0.000	0.000
FZCV	0.000	0.000
FZCW	0.000	0.000
FZCX	0.000	0.000
FZCY	0.000	0.000
FZDA	0.000	0.000
FZDB	0.000	0.000
FZDC	0.000	0.000
FZDD	0.000	0.000
FZDE	0.000	0.000
FZDF	0.000	0.000
FZDG	0.000	0.000
FZDH	0.000	0.000
FZDJ	0.000	0.000
FZDK	0.000	0.000
FZDL	0.000	0.000
FZDM	0.000	0.000
FZDN	0.000	0.000
FZDO	0.000	0.000
FZDP	0.000	0.000
FZDT	0.000	0.000
FZDY	0.000	0.000
FZEA	0.022	18.289
FZEB	0.000	0.000
FZEG	0.000	0.000
FZEI	0.000	0.000
FZEM	0.000	0.000
FZEN	0.000	0.000
FZEO	0.000	0.000
FZEP	0.000	0.000
FZER	0.000	0.000
FZFA	0.000	0.000
FZFB	0.000	0.000
FZFD	4.253	20.975
FZFE	0.000	0.000
FZFF	0.000	0.000
FZFG	0.000	0.000
FZFH	0.000	0.000
FZFJ	0.000	0.000
FZFK	3.235	19.771
FZFL	0.000	0.000
FZFN	0.000	0.000
FZFP	4.158	21.651
FZFQ	0.000	0.000
FZFS	0.000	0.000
FZFT	0.000	0.000
FZFU	0.000	0.000
FZFV	0.000	0.000
FZFW	0.000	0.000
FZGA	2.171	21.497
FZGB	0.000	0.000
FZGD	0.000	0.000
FZGE	0.000	0.000
FZGF	0.000	0.000
FZGG	0.000	0.000
FZGH	0.000	0.000
FZGI	0.000	0.000
FZGN	0.000	0.000
FZGT	0.000	0.000
FZGV	0.000	0.000
FZGY	0.000	0.000
FZIA	0.518	25.155
FZIF	0.000	0.000
FZIG	0.000	0.000
FZIK	0.000	0.000
FZIR	0.000	0.000
FZIZ	0.000	0.000
FZJB	0.000	0.000
FZJF	0.000	0.000
FZJH	2.827	27.588
FZJI	0.000	0.000
FZJK	0.000	0.000
FZJR	0.000	0.000
FZKA	1.566	30.221
FZKB	0.000	0.000
FZKC	0.000	0.000
FZKF	0.000	0.000
FZKI	0.000	0.000
FZKJ	2.818	24.794
FZKN	0.000	0.000
FZKO	0.000	0.000
FZKP	0.000	0.000
FZMA	-2.309	28.809
FZMC	0.000	0.000
FZMK	0.000	0.000
FZMN	0.000	0.000
FZMP	0.000	0.000
FZMW	0.000	0.000
FZNA	-1.671	29.238
FZNC	0.000	0.000
FZNF	0.000	0.000
FZNI	0.000	0.000
FZNK	0.000	0.000
FZNM	0.000	0.000
FZNP	0.000	0.000
FZNR	0.000	0.000
FZNT	0.000	0.000
FZOA	-2.919	25.915
FZOB	0.000	0.000
FZOC	0.000	0.000
FZOD	0.000	0.000
FZOE	0.000	0.000
FZOF	0.000	0.000
FZOG	0.000	0.000
FZOH	0.000	0.000
FZOJ	0.000	0.000
FZOK	0.000	0.000
FZOO	0.000	0.000
FZOP	0.000	0.000
FZOS	0.000	0.000
FZPB	0.000	0.000
FZQA	-11.591	27.531
FZQC	0.000	0.000
FZQD	0.000	0.000
FZQF	0.000	0.000
FZQG	0.000	0.000
FZQH	0.000	0.000
FZQI	0.000	0.000
FZQJ	0.000	0.000
FZQM	-10.766	25.506
FZQN	0.000	0.000
FZQO	0.000	0.000
FZQP	0.000	0.000
FZQU	0.000	0.000
FZQW	0.000	0.000
FZRA	0.000	0.000
FZRC	0.000	0.000
FZRD	0.000	0.000
FZRF	-5.876	29.250
FZRG	0.000	0.000
FZRJ	0.000	0.000
FZRK	0.000	0.000
FZRL	0.000	0.000
FZRN	0.000	0.000
FZRO	0.000	0.000
FZRQ	0.000	0.000
FZSA	-8.642	25.253
FZSB	0.000	0.000
FZSC	0.000	0.000
FZSD	0.000	0.000
FZSE	0.000	0.000
FZSI	0.000	0.000
FZSJ	0.000	0.000
FZSK	0.000	0.000
FZTK	0.000	0.000
FZTL	-9.469	25.759
FZTS	0.000	0.000
FZUA	-5.900	22.469
FZUE	0.000	0.000
FZUF	0.000	0.000
FZUG	0.000	0.000
FZUH	0.000	0.000
FZUI	0.000	0.000
FZUJ	0.000	0.000
FZUK	0.000	0.000
FZUL	0.000	0.000
FZUM	0.000	0.000
FZUN	0.000	0.000
FZUO	0.000	0.000
FZUR	0.000	0.000
FZUS	0.000	0.000
FZUT	0.000	0.000
FZUU	0.000	0.000
FZUV	0.000	0.000
FZVA	0.000	0.000
FZVC	0.000	0.000
FZVD	0.000	0.000
FZVE	0.000	0.000
FZVF	0.000	0.000
FZVG	0.000	0.000
FZVH	0.000	0.000
FZVI	0.000	0.000
FZVJ	0.000	0.000
FZVK	0.000	0.000
FZVL	0.000	0.000
FZVM	0.000	0.000
FZVN	0.000	0.000
FZVO	0.000	0.000
FZVP	0.000	0.000
FZVR	0.000	0.000
FZVS	0.000	0.000
FZVT	0.000	0.000
FZVU	0.000	0.000
FZWA	-6.121	23.569
FZWB	0.000	0.000
FZWC	0.000	0.000
FZWE	0.000	0.000
FZWF	0.000	0.000
FZWI	0.000	0.000
FZWR	0.000	0.000
FZWS	0.000	0.000
FZWT	0.000	0.000
GAAO	0.000	0.000
GABD	0.000	0.000
GABF	0.000	0.000
GABG	0.000	0.000
GABR	0.000	0.000
GABS	12.533	-7.950
GADA	0.000	0.000
GADZ	0.000	0.000
GAFD	0.000	0.000
GAGL	0.000	0.000
GAGM	0.000	0.000
GAGO	16.248	-0.005
GAGR	0.000	0.000
GAHB	0.000	0.000
GAKA	0.000	0.000
GAKL	0.000	0.000
GAKM	0.000	0.000
GAKN	0.000	0.000
GAKO	0.000	0.000
GAKT	0.000	0.000
GAKY	14.431	-11.439
GAMA	0.000	0.000
GAMB	14.513	-4.079
GAMK	0.000	0.000
GANF	0.000	0.000
GANK	0.000	0.000
GANR	15.239	-9.576
GASG	0.000	0.000
GASK	0.000	0.000
GASN	0.000	0.000
GATB	16.730	-3.007
GATN	0.000	0.000
GATS	20.246	0.981
GAYE	0.000	0.000
GBYD	13.338	-16.652
GCFV	28.453	-13.864
GCHI	27.815	-17.887
GCLA	28.626	-17.756
GCLP	27.932	-15.386
GCRR	28.945	-13.605
GCTS	28.044	-16.572
GCXO	28.482	-16.341
GEHM	0.000	0.000
GEML	35.280	-2.956
GFBN	0.000	0.000
GFBO	0.000	0.000
GFGK	0.000	0.000
GFHA	8.394	-13.128
GFKB	0.000	0.000
GFKE	0.000	0.000
GFLL	8.616	-13.195
GFTO	0.000	0.000
GFYE	0.000	0.000
GGBB	0.000	0.000
GGBE	0.000	0.000
GGBF	0.000	0.000
GGBI	0.000	0.000
GGBO	0.000	0.000
GGBU	0.000	0.000
GGCC	0.000	0.000
GGCF	11.288	-15.181
GGCG	0.000	0.000
GGCT	0.000	0.000
GGCV	0.000	0.000
GGEP	0.000	0.000
GGFO	0.000	0.000
GGFR	0.000	0.000
GGFU	0.000	0.000
GGGA	0.000	0.000
GGGB	0.000	0.000
GGMS	0.000	0.000
GGOV	11.895	-15.654
GGPC	0.000	0.000
GGPR	0.000	0.000
GGSD	0.000	0.000
GGTT	0.000	0.000
GGUN	0.000	0.000
GGVR	0.000	0.000
GLBU	0.000	0.000
GLCM	0.000	0.000
GLCP	0.000	0.000
GLGE	0.000	0.000
GLMR	6.289	-10.759
GLNA	0.000	0.000
GLRB	6.234	-10.362
GLSK	0.000	0.000
GLST	0.000	0.000
GLTN	0.000	0.000
GLVA	0.000	0.000
GMAA	30.381	-9.546
GMAT	28.448	-11.161
GMAZ	0.000	0.000
GMFA	0.000	0.000
GMFF	33.927	-4.978
GMFI	33.505	-5.153
GMFK	31.949	-4.401
GMFM	33.879	-5.515
GMFN	35.153	-2.920
GMFO	34.787	-1.924
GMFT	0.000	0.000
GMFU	0.000	0.000
GMFZ	0.000	0.000
GMMB	0.000	0.000
GMMC	33.553	-7.661
GMMD	0.000	0.000
GMME	34.051	-6.751
GMMF	29.369	-10.180
GMMI	31.404	-9.685
GMMJ	0.000	0.000
GMMK	0.000	0.000
GMMN	33.368	-7.588
GMMO	0.000	0.000
GMMS	0.000	0.000
GMMT	0.000	0.000
GMMX	31.607	-8.036
GMMY	34.299	-6.596
GMMZ	30.939	-6.909
GMTA	35.177	-3.839
GMTN	35.594	-5.320
GMTT	35.727	-5.917
GOGG	12.556	-16.282
GOGK	12.880	-14.955
GOGS	12.410	-16.746
GOOD	0.000	0.000
GOOG	0.000	0.000
GOOK	14.147	-16.051
GOOY	14.739	-17.490
GOSM	0.000	0.000
GOSP	0.000	0.000
GOSR	0.000	0.000
GOSS	16.050	-16.461
GOTB	14.847	-12.468
GOTK	12.572	-12.220
GOTN	0.000	0.000
GOTS	0.000	0.000
GOTT	13.737	-13.653
GQNA	16.711	-9.638
GQNB	0.000	0.000
GQNC	0.000	0.000
GQND	18.570	-11.423
GQNE	0.000	0.000
GQNF	16.590	-11.406
GQNI	16.622	-7.314
GQNJ	0.000	0.000
GQNK	16.159	-13.508
GQNL	0.000	0.000
GQNM	0.000	0.000
GQNN	18.098	-15.948
GQNR	0.000	0.000
GQNS	15.179	-12.207
GQNT	0.000	0.000
GQNU	0.000	0.000
GQPA	20.507	-13.043
GQPF	0.000	0.000
GQPP	20.928	-17.031
GQPT	25.237	-11.589
GQPZ	0.000	0.000
GSAI	0.000	0.000
GSVO	0.000	0.000
GUFA	10.351	-13.569
GUFH	10.036	-10.770
GUGO	0.000	0.000
GUKR	0.000	0.000
GUKU	0.000	0.000
GULB	11.326	-12.287
GUMA	8.481	-9.526
GUNZ	7.806	-8.702
GUOK	0.000	0.000
GUSA	0.000	0.000
GUSB	0.000	0.000
GUSI	0.000	0.000
GUXN	0.000	0.000
GVAC	16.741	-22.949
GVBA	16.137	-22.889
GVFM	14.924	-23.493
GVMA	15.156	-23.214
GVMT	0.000	0.000
GVPR	0.000	0.000
GVSF	0.000	0.000
GVSN	16.588	-24.284
GVSV	16.834	-25.057
GYGM	0.000	0.000
HAAB	8.977	38.800
HAAD	0.000	0.000
HAAG	0.000	0.000
HAAL	9.004	38.726
HAAM	0.000	0.000
HAAW	0.000	0.000
HAAX	0.000	0.000
HAAY	0.000	0.000
HABB	0.000	0.000
HABC	0.000	0.000
HABD	11.608	37.321
HABE	0.000	0.000
HABU	0.000	0.000
HADB	0.000	0.000
HADC	0.000	0.000
HADD	0.000	0.000
HADK	0.000	0.000
HADL	0.000	0.000
HADM	0.000	0.000
HADN	0.000	0.000
HADO	0.000	0.000
HADR	9.625	41.854
HADT	0.000	0.000
HAFN	0.000	0.000
HAGB	0.000	0.000
HAGH	0.000	0.000
HAGL	0.000	0.000
HAGM	8.128	34.563
HAGN	12.518	37.432
HAGO	0.000	0.000
HAGR	0.000	0.000
HAGU	0.000	0.000
HAHM	8.716	39.008
HAHS	0.000	0.000
HAHU	0.000	0.000
HAJJ	0.000	0.000
HAJM	7.666	36.816
HAKL	0.000	0.000
HALA	0.000	0.000
HALL	11.975	38.980
HAME	0.000	0.000
HAMJ	0.000	0.000
HAMK	13.467	39.533
HAML	0.000	0.000
HAMM	0.000	0.000
HAMN	0.000	0.000
HAMO	0.000	0.000
HAMR	0.000	0.000
HAMS	0.000	0.000
HAMT	0.000	0.000
HANG	0.000	0.000
HANJ	0.000	0.000
HANK	0.000	0.000
HASB	0.000	0.000
HASD	0.000	0.000
HASH	0.000	0.000
HASO	0.000	0.000
HATO	0.000	0.000
HATP	0.000	0.000
HATS	0.000	0.000
HAWC	0.000	0.000
HBBA	-3.324	29.318
HBBE	0.000	0.000
HBBK	0.000	0.000
HBBL	0.000	0.000
HBBM	0.000	0.000
HBBN	0.000	0.000
HBBO	0.000	0.000
HCMA	0.000	0.000
HCMB	3.099	43.624
HCMC	0.000	0.000
HCMD	0.000	0.000
HCME	0.000	0.000
HCMF	0.000	0.000
HCMG	0.000	0.000
HCMH	9.518	44.089
HCMI	10.389	44.941
HCMJ	0.000	0.000
HCMK	-0.377	42.459
HCML	0.000	0.000
HCMM	2.014	45.305
HCMN	0.000	0.000
HCMO	0.000	0.000
HCMP	0.000	0.000
HCMR	0.000	0.000
HCMS	0.000	0.000
HCMU	0.000	0.000
HCMV	0.000	0.000
HEAR	31.073	33.836
HEAT	27.046	31.012
HEAX	31.184	29.949
HEBL	22.376	31.612
HECA	30.122	31.406
HECW	30.116	30.915
